Date,Close,High,Low,Open,Volume,Daily Change %,MA_20,MA_50
2024-11-01,221.87738037109372,224.30607958110733,219.2496106921502,219.9463649274566,65276700.0,-1.32795427346728,229.3695083618164,
2024-11-04,220.98155212402344,221.7579376254364,218.69221882853125,219.9662881225475,44944500.0,-0.403749244547591,229.38543395996095,
2024-11-05,222.4148712158203,222.91255498009292,220.11557465497725,220.7725208689619,28111300.0,0.6486148178524997,229.269970703125,
2024-11-06,221.68826293945312,225.02275032206143,220.16535179621147,221.5787719009408,54561100.0,-0.3266905096746542,228.9305503845215,
2024-11-07,226.42620849609372,226.8243646333076,223.52970043689453,223.5894200604507,42137700.0,2.1372108265084844,228.85291213989257,
2024-11-08,226.15716552734372,227.8511489598711,225.60910803907555,226.366414165256,38328800.0,-0.11882147854568315,228.83597564697266,
2024-11-11,223.4368133544922,224.9016146506588,220.7164746065314,224.2040938441064,42005600.0,-1.202859156157321,228.49639053344725,
2024-11-12,223.4368133544922,224.79200315214243,222.5698957238352,223.75568869738083,40398300.0,0.0,228.0298957824707,
2024-11-13,224.3236541748047,225.84824072641777,221.97200184604,223.2175800878685,48566200.0,0.39690899946083213,227.71076431274415,
2024-11-14,227.41270446777344,228.06039910056816,224.2040935569292,224.22402706703755,44923900.0,1.377050629962362,227.52767105102538,
2024-11-15,224.2041015625,226.11730807125568,223.4766880681117,225.59914322363005,47923700.0,-1.4109162954561882,227.04230804443358,
2024-11-18,227.2134246826172,228.9273417095955,224.37349996104592,224.4532188000698,44633700.0,1.3422248295838157,226.63375396728514,
2024-11-19,227.4724884033203,229.34584301691132,225.8582238051146,226.1770839408332,36211800.0,0.11401778793000972,226.26900939941407,
2024-11-20,228.18994140625,229.11664435033197,225.0909420304879,227.25326410482543,35169600.0,0.3154020989376116,226.19395599365234,
2024-11-21,227.71165466308597,229.3458528412815,224.91159698015457,228.07038183414417,42108300.0,-0.20960027432257444,226.10444412231445,
2024-11-22,229.05686950683597,229.90386885981252,227.2532745036032,227.2532745036032,38168300.0,0.590753620292439,226.04038696289064,
2024-11-25,232.04624938964844,232.42491005721112,228.92733167542056,230.64124862727573,90152800.0,1.3050819603221964,226.02676086425782,
2024-11-26,234.2285003662109,234.73670603206307,232.50462429580293,232.50462429580293,45986200.0,0.9404379438592292,226.10880966186522,
2024-11-27,234.0989532470703,234.8562745603856,232.98291999142185,233.6405889619916,33498400.0,-0.055308008606147485,226.36205368041993,
2024-11-29,236.490478515625,236.96877632211965,233.14236346053607,233.97938842310504,28481400.0,1.021587339619856,226.94340438842772,
2024-12-02,238.7424774169922,239.93822952974796,236.3210805290228,236.4306920263062,48137100.0,0.9522577464861515,227.78665924072266,
2024-12-03,241.79165649414065,241.9012679940841,238.0549215480856,238.96170621081689,38861000.0,1.2771833107112718,228.82716445922853,
2024-12-04,242.1503753662109,243.24649032811607,240.3966066319756,242.01087120786053,44383900.0,0.14835866434412814,229.81393966674804,
2024-12-05,242.18028259277344,243.67497660990784,241.2735131113704,243.1269343008096,40033900.0,0.012350683544171126,230.83854064941406,
2024-12-06,241.98098754882807,243.7646642163996,241.22368140458013,242.05074723300527,36870600.0,-0.08229201890910254,231.61627960205078,229.42295104980468
2024-12-09,245.8771514892578,246.3654236467989,240.89483838917155,240.97455722335047,44649200.0,1.6101115959135326,232.60227890014647,229.8057989501953
2024-12-10,246.8935546875,247.33200068563025,244.4721425450312,246.0166626912396,36914800.0,0.41337846647642174,233.77511596679688,230.1052572631836
2024-12-11,245.6180877685547,249.91283942191652,245.38889040813984,247.08288910248365,45205800.0,-0.5166060007357087,234.8841796875,230.51437713623048
2024-12-12,247.0828857421875,247.8601253939288,244.81093690846672,246.01666340683192,32777500.0,0.596372191861172,236.02214126586915,230.94144561767578
2024-12-13,247.25228881835935,248.4081739675946,245.36897496771653,246.94338782137356,33155300.0,0.06856123428500283,237.01412048339844,231.39399963378906
2024-12-16,250.15196228027344,250.49077111704125,246.7739547032778,247.1127635400456,51694800.0,1.1727589968011598,238.3115135192871,231.88205169677735
2024-12-17,252.58334350585935,252.93211150871377,248.8964348112852,249.1953766416157,51356400.0,0.9719616841789014,239.58000946044922,232.52045776367189
2024-12-18,247.1725616455078,253.3805196542609,246.86366065893745,251.26802371656945,56774100.0,-2.142176829734621,240.56501312255858,232.96942626953125
2024-12-19,248.9063873291016,251.10857637552837,246.21594133746916,246.6244946545368,60882300.0,0.7014636544004471,241.60083541870117,233.37802062988283
2024-12-20,253.5897674560547,254.0979578981185,244.8208937111572,247.1625716512524,147495300.0,1.8815829425706143,242.8947410583496,233.89023651123046
2024-12-23,254.3670196533203,254.7456651132031,252.55345036958025,253.8687883386418,40858800.0,0.3064998264964869,244.16024856567384,234.44765899658202
2024-12-24,257.2866516113281,257.2965955586333,254.38692663500535,254.58623131585568,23234700.0,1.1478028723955758,245.42226867675782,234.9888217163086
2024-12-26,258.1037292480469,259.1799258751944,256.7186620602343,257.27667867815336,27237100.0,0.31757482621099786,246.61603012084962,235.49556213378906
2024-12-27,254.6858673095703,257.7848817480364,252.16481819720389,256.91793375888693,42355300.0,-1.3242202847801088,247.6453758239746,235.97515380859375
2024-12-30,251.307861328125,252.60326573181476,249.86299361835324,251.33775398934145,35557500.0,-1.3263421394872132,248.3862449645996,236.37981964111327
2024-12-31,249.5341796875,252.38406352835983,248.54767617168997,251.5470385357527,39480700.0,-0.7057804046603833,248.925830078125,236.69227600097656
2025-01-02,242.98741149902344,248.2188401577881,240.96459363401945,248.0494281352692,55740700.0,-2.6235957722005487,248.98561782836913,236.8443341064453
2025-01-03,242.4991455078125,243.31623695542575,241.03434422978037,242.4991455078125,40244100.0,-0.20094291642466233,249.00305633544923,236.99896942138673
2025-01-06,244.1333465576172,246.45510633108967,242.33971076643533,243.4457849039297,45045600.0,0.6738997147319958,249.1007095336914,237.28781616210938
2025-01-07,241.35321044921875,244.68139184839129,240.4962520142114,242.12047569552988,40856000.0,-1.1387776998101784,249.06932067871094,237.52484252929688
2025-01-08,241.8414764404297,242.8479134243992,239.20085656180404,241.06423680804883,37628900.0,0.20230349963117344,248.86753692626954,237.75491180419922
2025-01-10,236.0121917724609,239.3104808095479,232.17580437363205,239.16100228470236,61710900.0,-2.4103742475309664,248.32346878051757,237.82878021240234
2025-01-13,233.5708465576172,233.8398957390806,228.90740850459227,232.7039288898965,49630700.0,-1.0344148734474756,247.7211067199707,237.84844665527345
2025-01-14,232.45480346679688,235.28475371553364,231.6476711610837,233.91960476413303,39435300.0,-0.47781780443434396,246.98970260620118,237.91686126708984
2025-01-15,237.028564453125,238.11472029161555,233.6007305222416,233.80999436776756,39832000.0,1.9675915137548072,246.47851638793946,238.16016326904298
2025-01-16,227.4525604248047,237.1680713225123,227.22337827123215,236.51041752509497,71759100.0,-4.0400211048040475,245.34354629516602,238.2716668701172
2025-01-17,229.16647338867188,231.4682996512766,227.67177943063624,231.2989028272768,68488300.0,0.7535254651194867,244.17270278930664,238.43536529541015
2025-01-21,221.85243225097656,223.62613445935492,218.6039696546368,223.20762199269612,98070400.0,-3.191584279123816,242.90669631958008,238.4241165161133
2025-01-22,223.03823852539065,223.3272060060417,219.01252087308487,219.01252087308487,64126500.0,0.5345022645830699,241.61328887939453,238.45111602783203
2025-01-23,222.8688507080078,226.2269251350915,221.51366083038823,223.94503224654224,60234800.0,-0.07594563986100811,240.07724304199218,238.37996887207032
2025-01-24,221.991943359375,224.831867935065,220.6267944226493,223.9848686181573,54697900.0,-0.39346339600490055,238.45848922729493,238.29666442871093
2025-01-27,229.04690551757807,231.3287982977573,223.18770026542344,223.2275672861503,94863400.0,3.1780262163757955,237.04650192260743,238.40886627197267
2025-01-28,237.41717529296875,239.34035603116672,229.99353191106584,230.03339893004485,75707600.0,3.6543911197910894,236.0121742248535,238.6884735107422
2025-01-29,238.51329040527344,239.01152170916103,233.1822093717508,233.29182086679864,45486100.0,0.4616831579063785,235.20354537963868,238.97226623535155
2025-01-30,236.7495574951172,239.93823493591583,236.37091202718116,237.82573898228924,55658300.0,-0.7394694472410257,234.4756301879883,239.15900329589843
2025-01-31,235.16519165039065,246.31561143302469,232.61424963136,246.31561143302469,100959800.0,-0.6692159687602395,233.7571807861328,239.37822509765624
2025-02-03,227.20343017578125,231.0099245763286,224.90160402054903,229.17643705581955,73063300.0,-3.3856037191276944,232.9679817199707,239.37802520751953
2025-02-04,231.9765167236328,232.3053512351318,225.8482620717564,226.44614576626617,45067300.0,2.100798629738443,232.4418502807617,239.46810577392577
2025-02-05,231.64767456054688,231.84696405052935,227.46253445166025,227.72160926815613,39620300.0,-0.14175666042857138,231.81756668090821,239.53726043701172
2025-02-06,232.39501953125,232.9729696905443,229.61488023403817,230.47183871784503,29925300.0,0.32262139998637807,231.36965713500976,239.630927734375
2025-02-07,226.82481384277344,233.17227650429416,226.4561122970612,231.7772347780746,39707200.0,-2.3968696488039565,230.61882400512695,239.58628662109376
2025-02-10,227.0941162109375,230.02693972945136,226.64521806905947,229.0094413336025,33115600.0,0.11872703149256036,230.17292022705078,239.48724395751952
2025-02-11,232.05198669433597,234.6556142397685,227.57296005864197,227.64278121837336,53718400.0,2.1831787481421783,230.09697723388672,239.44371368408204
2025-02-12,236.29161071777344,236.38140252594317,230.11672290007743,230.63545743654387,45243300.0,1.8270147495104139,230.28881759643554,239.4875668334961
2025-02-13,240.9402313232422,241.74825103145727,234.99479296308533,236.33151730066413,53614100.0,1.967323592804604,230.4844009399414,239.57656188964845
2025-02-14,244.00274658203125,244.9504238462646,240.40156080072012,240.66092045804317,40896200.0,1.2710684479589673,231.31191024780273,239.68176727294923
2025-02-18,243.87306213378903,244.5813199542748,241.2494791133952,243.55383619329416,48822500.0,-0.053148765765476114,232.0472396850586,239.72339538574218
2025-02-19,244.27207946777344,245.40929524371265,242.56626341463,244.0626007630516,32204200.0,0.1636168138018812,233.16822204589843,239.76582946777344
2025-02-20,245.2297515869141,246.17742890005937,243.6935033255141,244.34192533458383,32316900.0,0.39205140482172496,234.2777976989746,239.82681884765626
2025-02-21,244.95042419433597,248.08275639920348,244.6212281548445,245.34944139409683,53197400.0,-0.11390436550645644,235.38187637329102,239.8862075805664
2025-02-24,246.49664306640625,248.25234005966587,243.82317911276243,244.3319283268952,51326400.0,0.6312374747485805,236.60711135864258,239.89859741210938
2025-02-25,246.4367828369141,249.38956194785015,244.3119941197594,247.3944454522674,48013300.0,-0.02428439947396166,237.4766052246094,239.88946197509765
2025-02-26,239.77310180664065,244.3818160551289,238.5461094200037,243.7334092806253,44433600.0,-2.70401234489549,237.59440155029296,239.77256225585938
2025-02-27,236.72056579589844,241.86796980219768,236.4811463462344,238.82541422357912,41153600.0,-1.2730935987990244,237.50476531982423,239.56531585693358
2025-02-28,241.24948120117188,241.4988707612677,229.63790389196947,236.37142201455796,56833400.0,1.9131905122169668,237.72976150512696,239.44525970458983
2025-03-03,237.4487762451172,243.43412542285543,235.5334663348245,241.19958958341564,47184000.0,-1.5754251313333967,237.84394073486328,239.19119598388673
2025-03-04,235.3539123535156,239.4838181516717,234.10696453181083,237.1295800554318,53798100.0,-0.8822382345904711,238.25146484375,238.84660736083984
2025-03-05,235.1643829345703,235.97240266650644,228.67026910680244,234.8451569942085,47227600.0,-0.08052953828130427,238.41085815429688,238.6064437866211
2025-03-06,234.75538635253903,237.27920752401755,232.59068676229825,233.86756011302523,45170400.0,-0.17391944176557983,238.56624374389648,238.32342376708985
2025-03-07,238.4862518310547,240.78062356819368,234.1867631010968,234.53591456798168,46273600.0,1.5892566030041522,238.8708053588867,238.02135345458984
2025-03-10,226.92454528808597,235.583358769024,223.6725108894593,234.96486230654432,72071200.0,-4.84795515640839,238.87579193115235,237.47250396728515
2025-03-11,220.30075073242188,225.2885417663285,216.9190290202944,223.26349982428485,76137400.0,-2.918941424893029,238.53612365722657,236.73278594970702
2025-03-12,216.4501800537109,221.20853706339403,214.38524243690583,219.60246770742089,62547500.0,-1.7478699758894045,237.75603332519532,235.89971496582032
2025-03-13,209.16799926757807,216.31051974194543,207.9110813961123,215.42269353923288,61368300.0,-3.3643680889181127,236.39985275268555,234.98935760498046
2025-03-14,212.9687042236328,213.4275724686152,209.06824803363213,210.73416839029963,60107600.0,1.8170585220317115,235.00127639770508,234.22257446289063
2025-03-17,213.4774627685547,214.69448503570536,209.4573042902151,212.78914514941675,48073400.0,0.23888887654950341,233.47501220703126,233.50144012451173
2025-03-18,212.1706695556641,214.624654360469,210.97360268345204,213.6370814211214,42432400.0,-0.612145748756332,231.889892578125,232.88510528564453
2025-03-19,214.7144317626953,218.22582565599035,213.2280645696868,213.6969181399133,54385400.0,1.198922646734557,230.4120101928711,232.32941101074218
2025-03-20,213.5772247314453,216.9589465476154,211.70181037410745,213.4674927164621,48862900.0,-0.5296369796450651,228.82938385009766,231.71828857421875
2025-03-21,217.73704528808597,218.30564558008663,210.7641075832368,211.0434226778215,94127800.0,1.9476892079065333,227.46871490478514,231.2459652709961
2025-03-24,220.19102478027344,220.9391934559484,218.04628066528423,220.460369765545,44299500.0,1.127038115604373,226.1534339904785,230.81295623779297
2025-03-25,223.2036590576172,223.5528105346996,219.5426220965296,220.23093972638688,34493600.0,1.3681912241200633,224.99177780151368,230.5567855834961
2025-03-26,220.98907470703125,224.4705584289048,219.93166541277708,222.9642357514217,34466100.0,-0.9921810242430995,224.0525764465332,230.30515014648438
2025-03-27,223.3034210205078,224.4406368200556,220.02144584411212,220.84942102067788,37094800.0,1.0472672988674825,223.38171920776367,230.1221224975586
2025-03-28,217.3679351806641,223.26350805320467,217.1484711493609,221.12873402087155,39818600.0,-2.6580362328164298,222.1876419067383,229.72890991210937
2025-03-31,221.58761596679688,225.06908447075045,215.7020132379398,216.4801074447652,65299300.0,1.9412618437147255,221.39458389282225,229.6116110229492
2025-04-01,222.64503479003903,223.1338286051108,218.3655012478301,219.27328293515097,36412700.0,0.47720122743710736,220.75914001464844,229.48118225097656
2025-04-02,223.34332275390625,224.6401515625236,220.48033536050963,220.7796058888877,35905900.0,0.31363284814580616,220.16808700561523,229.51100006103516
2025-04-03,202.69384765625,206.98335084549157,200.758582364718,205.0381002304481,103419000.0,-9.245620080797822,218.56501007080078,229.10411224365234
2025-04-04,187.92002868652344,199.391948603074,186.88255957870848,193.4165691841804,125910900.0,-7.288735766061139,216.0366989135742,228.40513580322266
2025-04-07,181.0169219970703,193.6759230716255,174.19361217758157,176.76731422169505,160466300.0,-3.67342786061855,213.74131774902344,227.58563537597655
2025-04-08,171.9989776611328,189.8752182218586,168.79682446290911,186.2441070957976,120859500.0,-4.981823929192353,211.32622909545898,226.44467681884765
2025-04-09,198.3644561767578,200.1201531468693,171.47028013366514,171.53013119082922,184395900.0,15.328857690985508,210.42194290161132,225.66362243652344
2025-04-10,189.9550323486328,194.30438674913324,182.553152263757,188.60833789927736,121880000.0,-4.239380376004243,209.46129455566407,224.69245727539064
2025-04-11,197.6661529541016,199.05275825525484,185.6056778647687,185.64558871717136,87435900.0,4.059445285616969,208.6961669921875,223.91078918457032
2025-04-14,202.02549743652344,212.42005238891585,200.6688176319417,210.9237150406947,101352900.0,2.205407661995684,208.12356872558593,223.24799530029296
2025-04-15,201.6464080810547,203.01305790446213,199.3121256140358,201.36709301089155,51343900.0,-0.18764431236599766,207.59735565185548,222.73685485839843
2025-04-16,193.79563903808597,200.2099310657198,191.9002692932641,197.8756484915953,59732400.0,-3.893334435103346,206.551416015625,221.9732373046875
2025-04-17,196.4990234375,198.34451232255947,193.9452767059697,196.71848747425943,52164700.0,1.3949665806890277,205.69750595092773,221.27026428222655
2025-04-21,192.6883544921875,193.3267911609043,189.34652827875263,192.79808650813249,46742500.0,-1.9392813657033492,204.4450714111328,220.47613098144532
2025-04-22,199.25228881835935,201.097762433896,195.49148998245192,195.64111763020085,52976400.0,3.406502870124406,203.39813461303712,219.92468048095702
2025-04-23,204.1004180908203,207.49210995336895,202.30481024884085,205.4969935115097,52929200.0,2.433161145205509,202.44297256469727,219.4648065185547
2025-04-24,207.8612060546875,208.32008954356945,202.44447210591892,204.38970763388747,47311000.0,1.8426164919435495,201.78657913208008,218.98099090576173
2025-04-25,208.76898193359372,209.2378355121778,205.69650080604464,205.86608387594285,38222300.0,0.4367221263343435,201.0598571777344,218.43053833007812
2025-04-28,209.62689208984372,210.9835719319316,206.95344326011443,209.48723454234343,38743100.0,0.4109375580146679,200.67280502319335,217.80427154541016
2025-04-29,210.6942901611328,211.72177396764008,207.86121308906752,208.1804390437069,36827600.0,0.50918947499905,200.12813873291014,217.13810241699218
2025-04-30,211.9811248779297,213.0584895980106,206.16535854293036,208.78894157113288,52286500.0,0.6107591790042166,199.59494323730468,216.500263671875
2025-05-01,212.79913330078125,214.0360957896086,208.3899124386699,208.5694808389541,57365700.0,0.38588738658813515,199.06773376464844,215.87080474853516
2025-05-02,204.8485870361328,206.4845819118293,201.66637387157863,205.58677037884885,101010600.0,-3.7361741757710676,199.17547073364258,215.06318145751953
2025-05-05,198.40435791015625,203.60164304236295,197.72602561272544,202.6040848015313,69018500.0,-3.1458499271170837,199.6996871948242,214.13226013183595
2025-05-06,198.02528381347656,200.1600578713198,196.538931754607,197.72602851406052,51216500.0,-0.19106137620794605,200.55010528564452,213.16283294677734
2025-05-07,195.7707977294922,198.9530108388585,192.77812311451905,198.6836658614824,68536700.0,-1.1384839554669735,201.7386962890625,212.1495132446289
2025-05-08,197.00778198242188,199.56152863729463,194.20463054641704,197.2372161152265,50478900.0,0.6318533035958307,201.6708625793457,211.29420684814454
2025-05-09,198.0452423095703,200.0503289543839,197.05765414160052,198.51409591462888,36453900.0,0.52660880535218,202.07537307739258,210.52070037841796
2025-05-12,210.5510406494141,211.0305074927824,206.5156271207593,210.7308445260501,63775800.0,6.31461689965549,202.7196174621582,209.90673156738282
2025-05-13,212.6886138916016,213.1580823159532,208.76307628033237,210.19144790738707,51909300.0,1.0152280585241868,203.2527732849121,209.4115283203125
2025-05-14,212.08929443359372,213.69746987061376,210.34127831689767,212.18917192393891,49325800.0,-0.28178257737544454,203.77491760253906,208.94623596191406
2025-05-15,211.21029663085935,212.7185946451233,209.30245815432872,210.71086343228012,45029500.0,-0.4144470399044975,204.64565048217773,208.46715423583984
2025-05-16,211.0205078125,212.32903558469047,209.53220664773164,212.11926693678467,54737900.0,-0.08985774907132038,205.37172470092773,207.99245666503907
2025-05-19,208.54331970214844,209.2425231134968,204.02843943795537,207.67431083672196,46140500.0,-1.173908704907789,206.1644729614258,207.39359802246094
2025-05-20,206.62550354003903,208.2336790492342,204.79757620413463,207.4345828831543,42496600.0,-0.9196248361484471,206.53313369750975,206.9876171875
2025-05-21,201.86090087890625,206.8052863577864,200.4824756537251,204.93741112479617,59211800.0,-2.3059121838798213,206.42115783691406,206.6188201904297
2025-05-22,201.13172912597656,202.52015274475195,199.4736073247078,200.4824720941681,46742400.0,-0.36122485818445016,206.0846839904785,206.312451171875
2025-05-23,195.04864501953125,197.4758830409797,193.2406992850713,193.4504526925712,78432900.0,-3.024427887573744,205.3986671447754,206.03006408691405
2025-05-27,199.9830474853516,200.51244545494848,197.20618488735448,198.07520901450675,56288500.0,2.5298317070217236,204.91647491455078,205.77035095214845
2025-05-28,200.1927947998047,202.50017366149785,199.6733800230216,200.3626002526684,45339700.0,0.10488254734115632,204.3914001464844,205.50465759277344
2025-05-29,199.72332763671875,203.57895243464628,198.28495762525483,203.3492174371598,51396800.0,-0.234507522388816,203.77851028442382,205.25571075439453
2025-05-30,200.622314453125,201.73105672211125,196.55692105301176,199.143981266816,70819900.0,0.4501160816033689,203.169669342041,204.97386840820312
2025-06-02,201.47134399414065,201.9008644592711,199.8931332988897,200.05295557621693,35423300.0,0.423197959474253,203.0008071899414,204.73175079345702
2025-06-03,203.03956604003903,203.5389992121068,200.7321872237246,201.1217444882778,46381600.0,0.7783846649397352,203.23256759643556,204.4378012084961
2025-06-04,202.590087890625,206.00620910456837,201.8709028727957,202.6799822074808,43604000.0,-0.221374660210516,203.46080780029297,204.08578247070312
2025-06-05,200.40257263183597,204.5178973620389,199.92310578136212,203.26931435006065,55126100.0,-1.0797740805414069,203.69239654541016,203.6297607421875
2025-06-06,203.68882751464844,205.4668084267123,201.82095228760733,202.76987228695745,46607700.0,1.639826694665114,204.02644882202148,203.28375579833985
2025-06-09,201.2216339111328,205.76647909477697,199.79326227022588,204.15830357568728,72862600.0,-1.2112562253018933,204.1852684020996,202.84212005615234
2025-06-10,202.44024658203125,204.11835001917973,200.34263633745985,200.3726011094186,54672600.0,0.605607184084711,203.77972869873048,202.5435662841797
2025-06-11,198.55465698242188,204.2681738718989,198.18508130061548,203.26930749599725,60989900.0,-1.9193760456297837,203.0730308532715,202.0829071044922
2025-06-12,198.97418212890625,199.45363372918547,197.13627162659284,198.85432303920933,43904600.0,0.2112895022762018,202.41727523803712,201.60949005126952
2025-06-13,196.227294921875,200.1428492549886,195.47814514596445,199.50357538920457,51447300.0,-1.3805244367089187,201.6681251525879,201.0671694946289
2025-06-16,198.195068359375,198.46476655376847,196.33717625414863,197.07634287373045,43020700.0,1.0028031208825672,201.02685317993163,200.97719390869142
2025-06-17,195.418212890625,198.16509536417732,194.98870767431248,196.9764419642561,38856200.0,-1.4010719296581597,200.37059783935547,201.12715759277344
2025-06-18,196.35714721679688,197.3460303816964,194.84886452825484,195.71787336797544,45394700.0,0.4804743182752258,199.85718002319337,201.43396209716798
2025-06-20,200.7721405029297,201.4713439140944,196.6368343380514,198.01527480684123,96813500.0,2.248450514132916,199.80274200439453,202.0094253540039
2025-06-23,201.2715759277344,202.07067208145293,198.7344620242812,201.40143343464243,55814300.0,0.2487573343361582,199.80973434448242,202.06756774902342
2025-06-24,200.07293701171875,203.2093768046809,199.9730442780961,202.36033429336192,54064000.0,-0.5955331300461553,200.0609489440918,202.26992584228515
2025-06-25,201.33151245117188,203.43912119943792,200.3925755811161,201.2216365357081,39525700.0,0.6290583115593495,200.1283721923828,202.34323303222655
2025-06-26,200.7721405029297,202.41028074115465,199.23389299836737,201.20164572639828,50799100.0,-0.27783626191049127,200.15733947753907,202.3181658935547
2025-06-27,200.85205078125,202.98962419564967,199.7732732765776,201.66113009938155,73188600.0,0.039801477495893245,200.21377563476562,202.3022787475586
2025-06-30,204.9374084472656,207.15489297707504,199.0341046248948,201.7809871041056,91912800.0,2.0340134193924664,200.42953033447264,202.5251141357422
2025-07-01,207.58441162109372,209.95171998702364,205.90630823197935,206.4357061767528,78788900.0,1.2916154224275056,200.7351837158203,202.74682189941407
2025-07-02,212.1991729736328,213.09814660534315,207.9040445567577,208.6731759252599,67941800.0,2.2230770203315986,201.1931640625,203.13703826904296
2025-07-03,213.30792236328125,214.4066662563,211.56988934364432,211.90950026104147,34955800.0,0.5225041050401336,201.72905578613282,203.4181509399414
2025-07-07,209.7119903564453,215.9848699115094,208.563300132892,212.43889126622693,50229000.0,-1.6857939297312052,202.19452667236328,203.53038238525392
2025-07-08,209.7719268798828,211.1903153368944,208.213697736729,209.86183643928916,42848900.0,0.02858039892503772,202.498681640625,203.56859680175782
2025-07-09,210.9006500244141,211.09043707809712,206.98509558510867,209.2924745188519,48749400.0,0.5380715910463962,202.98263244628907,203.61123016357422
2025-07-10,212.1692047119141,213.237983779078,209.7918979255535,210.27134950514616,44443600.0,0.6014939675876629,203.4690803527832,203.66207641601562
2025-07-11,210.92062377929688,211.88952536572023,209.6220944658076,210.33129628612957,39765800.0,-0.588483580504795,204.08737869262694,203.6666030883789
2025-07-14,208.3834991455078,210.670911689046,207.3047216270235,209.69201166358403,38840100.0,-1.2028812490351148,204.55784454345704,203.59465057373046
2025-07-15,208.8729553222656,211.64980271899068,208.6831682659836,208.9828312368767,42296300.0,0.23488240612372646,205.19012756347655,203.51612701416016
2025-07-16,209.92176818847656,212.1592191902425,208.40348697906975,210.06160887608692,47490500.0,0.502129567034082,205.77646255493164,203.61759063720703
2025-07-17,209.78192138671875,211.5599023237274,209.35240091776063,210.3313009439948,48068100.0,-0.06661853268702389,206.49464797973633,203.8451419067383
2025-07-18,210.9405975341797,211.54990664350103,209.46227954032304,210.63095139102305,48974600.0,0.5523241182089356,207.22382049560548,204.10344818115234
2025-07-21,212.23912048339844,215.53538252867688,211.39009321998003,211.8595616297783,51377400.0,0.6155870251616014,207.79716949462892,204.43281463623046
2025-07-22,214.15695190429688,214.7063314773177,211.9894136266437,212.89838571641525,46404100.0,0.9036182474420285,208.44143829345703,204.77579803466796
2025-07-23,213.9072265625,214.90609293027535,212.1692088371252,214.75626907170556,46989300.0,-0.11660856188711044,209.1331527709961,205.09303771972657
2025-07-24,213.5176696777344,215.44548969662856,213.28793468034505,213.65751035981805,46022600.0,-0.18211487803652116,209.74246063232422,205.15237030029297
2025-07-25,213.63754272460935,214.9960015887686,213.15807589620647,214.45660521718813,40268800.0,0.05614197975083446,210.3857307434082,205.17134887695312
